9.7	10087
10	7058
10.1	1196
10.1	8030
10.2	7707
10.3	2831
10.3	6692
10.4	267
10.4	418
10.4	2441
10.4	5737
10.4	12183
10.4	12277
10.5	4694
10.5	4788
10.6	1804
10.6	1885
10.6	2080
10.6	2203
10.6	3521
10.6	4386
10.6	4555
10.6	5261
10.6	5883
10.6	6358
10.6	6580
10.6	10169
10.7	14
10.7	1164
10.7	1290
10.7	3137
10.7	3348
10.7	4090
10.7	4315
10.7	6000
10.7	7276
10.7	7542
10.7	9294
10.7	10444
10.7	11203
10.8	1365
10.8	1993
10.8	2259
10.8	2674
10.8	3173
10.8	7103
10.8	9491
10.8	9643
10.8	10570
10.8	10725
10.8	10822
10.8	11094
10.8	12331
10.9	190
10.9	1714
10.9	3198
10.9	4111
10.9	4251
10.9	4279
10.9	4503
10.9	5049
10.9	5449
10.9	5697
10.9	6858
10.9	7138
10.9	8436
10.9	8636
10.9	9917
10.9	10528
10.9	12318
11	679
11	878
11	1168
11	1188
11	1197
11	1641
11	2265
11	2413
11	3849
11	4024
11	4187
11	4374
11	5191
11	5392
11	7157
11	7391
11	8758
11	8795
11	9219
11	9379
11	9593
11	9655
11	10020
11	10449
11	10543
11	11860
11	11904
11	11933
11	12097
11.1	481
11.1	690
11.1	1033
11.1	1454
11.1	1824
11.1	3962
11.1	5206
11.1	5309
11.1	5841
11.1	6678
11.1	7668
11.1	8428
11.1	8617
11.1	9135
11.1	9428
11.1	10308
11.1	10573
11.1	11534
11.1	11759
11.1	12210
11.1	12430
11.2	67
11.2	121
11.2	257
11.2	442
11.2	624
11.2	728
11.2	946
11.2	1895
11.2	2192
11.2	2245
11.2	4268
11.2	5001
11.2	5197
11.2	5358
11.2	5367
11.2	5703
11.2	6072
11.2	6206
11.2	6207
11.2	7342
11.2	7823
11.2	8235
11.2	9026
11.2	9703
11.2	9708
11.2	10523
11.2	10996
11.2	11593
11.2	12456
11.3	934
11.3	1687
11.3	2210
11.3	2523
11.3	2663
11.3	3080
11.3	3585
11.3	3640
11.3	4592
11.3	4793
11.3	5118
11.3	5395
11.3	5770
11.3	5787
11.3	6049
11.3	6513
11.3	6680
11.3	6897
11.3	6951
11.3	7159
11.3	8601
11.3	8907
11.3	9696
11.3	11995
11.3	12044
11.3	12214
11.3	12455
11.4	15
11.4	733
11.4	862
11.4	920
11.4	1710
11.4	1744
11.4	1787
11.4	2353
11.4	2967
11.4	3027
11.4	3222
11.4	3433
11.4	3486
11.4	4017
11.4	4094
11.4	4626
11.4	4680
11.4	5572
11.4	5746
11.4	5782
11.4	6407
11.4	6465
11.4	7750
11.4	7897
11.4	8086
11.4	8154
11.4	8324
11.4	8726
11.4	9828
11.4	10106
11.4	10181
11.4	10187
11.4	10991
11.4	11412
11.4	11803
11.4	12171
11.4	12272
11.5	46
11.5	332
11.5	490
11.5	756
11.5	792
11.5	805
11.5	1092
11.5	1237
11.5	1499
11.5	1503
11.5	1534
11.5	1976
11.5	2001
11.5	2227
11.5	2316
11.5	2378
11.5	2673
11.5	2705
11.5	2741
11.5	2971
11.5	2986
11.5	3063
11.5	3120
11.5	3401
11.5	3594
11.5	3596
11.5	3816
11.5	3989
11.5	4213
11.5	4805
11.5	5077
11.5	5154
11.5	5413
11.5	5553
11.5	5709
11.5	5820
11.5	6088
11.5	6294
11.5	6441
11.5	6549
11.5	6687
11.5	6745
11.5	6803
11.5	7353
11.5	7612
11.5	7637
11.5	7679
